133,22.8,77,46
134,22.92,76,43
135,23.04,74,50
136,23.4,65,40
137,23.52,76,46
138,23.64,74,43
139,23.76,72,50
140,24.12,64,40
141,24.24,74,46
142,24.36,72,43
143,24.48,71,50
144,24.84,64,39
145,24.96,76,45
146,25.32,76,43
147,25.44,88,48
148,25.8,75,42
149,25.92,76,48
150,26.28,75,35
151,26.4,76,37
152,26.52,75,34
153,26.64,76,39
154,26.76,75,36
155,26.88,76,39
156,27.0,71,35
157,27.12,74,40
158,27.24,72,33
159,27.36,69,46
160,27.72,60,34
161,27.84,64,38
162,27.96,69,42
163,28.08,71,46
164,28.44,64,36
165,28.56,68,39
166,28.68,71,42
167,28.8,72,45
168,29.16,64,35
169,29.28,76,38
170,29.4,75,34
171,29.52,76,41
172,29.64,75,37
173,29.76,76,46
174,29.88,71,39
175,30.0,74,48
176,30.12,72,39
177,30.24,69,48
178,30.6,60,34
179,30.72,64,37
180,30.84,69,41
181,30.96,71,45
182,31.32,64,37
183,31.44,72,40
184,31.56,71,38
185,31.68,69,40
186,32.04,64,40
187,32.04,72,46
188,32.16,65,41
189,32.16,72,47
190,32.28,64,43
191,32.28,67,43
192,32.28,72,49
193,32.34,65,43
194,32.37,69,41
195,32.4,72,55
196,32.88,77,57
197,33.06,76,52
198,33.12,76,57
199,33.36,74,51
200,33.6,82,62
201,33.78,81,56
202,33.84,81,56
203,33.96,79,56
204,34.08,77,55
205,34.2,76,55
206,34.32,74,55
207,34.44,72,54
208,34.56,70,54
209,34.8,69,51
210,35.01,70,44
211,35.04,69,49
212,35.1,67,50
213,35.16,69,51
214,35.22,70,52
215,35.28,72,54
216,35.76,74,55
217,35.88,75,57
218,36.0,76,59
219,36.36,76,58
220,36.48,77,63
221,36.6,69,58
222,36.72,72,64
223,37.2,74,64
224,37.38,71,57
225,37.44,72,64
226,37.5,79,57
227,37.56,67,64
228,37.62,79,57
229,37.68,69,64
230,37.74,79,63
231,37.8,71,66
232,37.86,79,63
233,37.92,72,68
234,37.98,79,66
235,38.04,74,70
236,38.1,79,65
237,38.16,76,72
238,38.22,79,63
239,38.28,84,67
240,38.34,83,62
241,38.4,81,67
242,38.46,79,62
243,38.52,77,67
244,38.58,76,61
245,38.64,74,69
246,38.7,79,63
247,38.76,77,69
248,38.82,74,64
249,38.88,72,64
250,38.94,79,57
251,39.0,67,64
252,39.06,79,57
253,39.12,69,64
254,39.18,79,63
255,39.24,71,66
256,39.3,79,63
257,39.36,72,68
258,39.42,79,66
259,39.48,74,70
260,39.54,79,65
261,39.6,76,72
262,39.66,79,65
263,39.72,84,69
264,39.78,83,64
265,39.84,81,70
266,39.9,79,60
267,39.96,77,64
268,40.02,76,55
269,40.08,74,65
270,40.14,79,57
271,40.2,77,63
272,40.26,74,53
273,40.32,76,57
274,40.38,77,50
275,40.44,76,50
276,40.5,75,50
277,40.56,76,57
278,40.62,71,49
279,40.68,76,54
280,40.74,75,52
281,40.8,76,57
282,40.86,71,51
283,40.92,76,54
284,40.98,75,49
285,41.04,76,57
286,41.4,71,52
287,41.52,76,57
288,41.64,75,49
289,41.76,76,56
290,42.12,71,42
291,42.24,76,50
292,42.6,75,39
293,42.72,76,41
294,43.08,75,34
295,43.2,76,40
296,43.32,75,36
297,43.44,76,40
298,43.56,71,36
299,43.68,74,43
300,43.8,72,35
301,43.92,69,45
302,44.28,60,34
303,44.4,64,38
304,44.52,69,42
305,44.64,71,46
306,45.0,64,36
307,45.12,68,39
308,45.24,71,42
309,45.36,72,45
310,45.72,64,35
311,45.84,76,38
312,45.96,75,34
313,46.08,76,41
314,46.2,75,37
315,46.32,76,46
316,46.44,71,39
317,46.56,74,48
318,46.68,72,39
319,46.8,69,48
320,47.16,60,34
321,47.28,64,37
322,47.4,69,41
323,47.52,71,45
324,47.88,64,37
325,48.0,72,40
326,48.12,71,38
327,48.24,69,40
328,48.6,71,44
329,48.72,72,46
330,48.84,74,48
331,48.96,76,52
332,49.32,67,40
333,49.44,77,46
334,49.56,76,43
335,49.68,74,50
336,50.04,65,40
337,50.16,76,46
338,50.28,74,43
339,50.4,72,50
340,50.76,64,40
341,50.88,74,46
342,51.0,72,43
343,51.12,71,50
344,51.48,64,39
345,51.6,76,45
346,51.96,76,43
347,52.08,88,48
348,52.44,75,42
349,52.56,76,48
350,52.92,75,35
351,53.04,76,37
352,53.16,75,34
353,53.28,76,40
354,53.4,75,36
355,53.52,76,43
356,53.64,71,38
357,53.76,74,44
358,53.88,72,38
359,54.0,69,47
360,54.36,60,34
361,54.48,64,38
362,54.6,69,42
363,54.72,71,46
364,55.08,64,36
365,55.2,68,39
366,55.32,71,42
367,55.44,72,45
368,55.8,64,35
369,55.92,76,38
370,56.04,75,34
371,56.16,76,41
372,56.28,75,37
373,56.4,76,41
374,56.52,71,34
375,56.64,74,45
376,56.76,72,36
377,56.88,69,46
378,57.24,60,34
379,57.36,64,37
380,57.48,69,41
381,57.6,71,45
382,57.96,64,37
383,58.08,72,40
384,58.2,71,38
385,58.32,69,40
386,59.04,64,45
387,59.04,67,45
388,59.04,70,45
389,59.04,73,53
390,59.76,65,49
391,59.76,69,49
392,59.76,74,59
393,60.24,73,54
394,60.24,76,64
395,60.36,74,59
396,60.36,77,70
397,60.48,68,65
398,60.48,74,65
399,60.48,77,77
400,60.96,68,63
401,60.96,74,63
402,60.96,77,75
403,61.2,69,60
404,61.2,72,60
405,61.2,76,72
406,61.92,65,69
407,61.92,74,82
408,62.4,64,61
409,62.4,72,73
410,62.52,62,61
411,62.52,71,73
412,62.64,60,67
413,62.64,66,67
414,62.64,69,79
415,63.12,60,66
416,63.12,69,78
417,63.36,60,68
418,63.36,69,80
419,63.6,64,66
420,63.6,72,78
421,63.84,62,61
422,63.84,71,73
423,64.08,60,56
424,64.08,69,67
425,64.8,64,45
426,64.8,67,45
427,64.8,70,45
428,64.8,73,53
429,65.52,65,49
430,65.52,69,49
431,65.52,74,59
432,66.0,73,54
433,66.0,76,64
434,66.12,74,59
435,66.12,77,70
436,66.24,74,65
437,66.24,77,77
438,66.72,74,63
439,66.72,77,75
440,66.96,74,60
441,66.96,77,72
442,67.68,67,69
443,67.68,75,82
444,68.16,65,61
445,68.16,74,73
446,68.28,63,61
447,68.28,72,73
448,68.4,62,67
449,68.4,65,67
450,68.4,70,79
451,68.88,65,66
452,68.88,62,66
453,68.88,69,78
454,69.12,65,68
455,69.12,62,68
456,69.12,68,80
457,69.6,65,61
458,69.6,62,61
459,69.6,68,73
460,69.84,64,61
461,69.84,60,61
462,69.84,69,73
463,70.56,64,49
464,70.56,71,58
465,71.28,57,42
466,71.36,60,44
467,71.44,64,45
468,71.52,69,47
469,71.6,72,43
470,71.68,76,43
471,71.76,74,47
472,71.84,72,43
473,71.92,71,43
474,72.0,69,45
475,72.08,72,47
476,72.16,76,48
477,72.24,81,50
478,72.32,84,47
479,72.4,88,47
480,72.48,86,52
481,72.56,84,47
482,72.64,83,47
483,72.72,81,49
484,72.8,84,51
485,72.88,88,53
486,72.96,93,53
487,73.04,96,50
488,73.12,100,50
489,73.2,98,54
490,73.28,96,49
491,73.36,95,50
492,73.44,94,54
493,73.52,93,50
494,73.6,92,49
495,73.68,91,51
496,73.76,90,49
497,73.84,89,48
498,73.92,88,51
499,74.0,87,49
500,74.08,86,50
501,74.16,85,50
502,74.24,84,49
503,74.32,83,49
504,74.4,82,48
505,74.48,81,48
506,74.56,80,47
507,74.64,79,47
508,74.72,78,46
509,74.8,77,46
510,74.88,76,39
511,75.0,75,36
512,75.12,76,41
513,75.24,71,35
514,75.36,74,43
515,75.48,72,39
516,75.6,69,46
517,75.96,60,34
518,76.08,64,38
519,76.2,69,42
520,76.32,71,46
521,76.68,64,36
522,76.8,68,39
523,76.92,71,42
524,77.04,72,45
525,77.4,64,35
526,77.52,76,38
527,77.64,75,34
528,77.76,76,41
529,77.88,75,37
530,78.0,76,46
531,78.12,71,39
532,78.24,74,48
533,78.36,72,39
534,78.48,69,48
535,78.84,60,34
536,78.96,64,37
537,79.08,69,41
538,79.2,71,45
539,79.56,64,37
540,79.68,72,40
541,79.8,71,38
542,79.92,69,40
543,80.28,71,38
544,80.4,72,42
545,80.52,74,46
546,80.64,76,50
547,81.0,67,40
548,81.12,77,46
549,81.24,76,43
550,81.36,74,50
551,81.72,65,40
552,81.84,76,46
553,81.96,74,43
554,82.08,72,50
555,82.44,64,40
556,82.56,74,46
557,82.68,72,43
558,82.8,71,50
559,83.16,64,39
560,83.28,76,45
561,83.64,76,43
562,83.76,88,48
563,84.12,75,42
564,84.24,76,48
565,84.6,75,35
566,84.72,76,37
567,84.84,75,34
568,84.96,76,40
569,85.08,75,36
570,85.2,76,42
571,85.32,71,36
572,85.44,74,43
573,85.56,72,35
574,85.68,69,48
575,86.04,60,34
576,86.16,64,38
577,86.28,69,42
578,86.4,71,46
579,86.76,64,36
580,86.88,68,39
581,87.0,71,42
582,87.12,72,45
583,87.48,64,35
584,87.6,76,38
585,87.72,75,34
586,87.84,76,41
587,87.96,75,37
588,88.08,76,46
589,88.2,71,39
590,88.32,74,48
591,88.44,72,39
592,88.56,69,48
593,88.92,60,34
594,89.04,64,37
595,89.16,69,41
596,89.28,71,45
597,89.64,64,37
598,89.76,72,40
599,89.88,71,38
600,90.0,69,36
