0,1.92,76,36
1,2.4,75,33
2,2.88,76,39
3,3.36,75,36
4,3.84,76,45
5,4.32,71,40
6,4.8,74,47
7,5.28,72,39
8,5.76,69,51
9,7.2,60,34
10,7.68,64,38
11,8.16,69,42
12,8.64,71,46
13,10.08,64,36
14,10.56,68,39
15,11.04,71,42
16,11.52,72,45
17,12.96,64,35
18,13.44,76,38
19,13.92,75,34
20,14.4,76,41
21,14.88,75,37
22,15.36,76,46
23,15.84,71,39
24,16.32,74,48
25,16.8,72,39
26,17.28,69,48
27,18.72,60,34
28,19.2,64,37
29,19.68,69,41
30,20.16,71,45
31,21.6,64,37
32,22.08,72,40
33,22.56,71,38
34,23.04,69,40
35,24.96,76,36
36,25.44,75,33
37,25.92,76,39
38,26.4,75,36
39,26.88,76,45
40,27.36,71,40
41,27.84,74,47
42,28.32,72,39
43,28.8,69,51
44,30.24,60,34
45,30.72,64,38
46,31.2,69,42
47,31.68,71,46
48,33.12,64,36
49,33.6,68,39
50,34.08,71,42
51,34.56,72,45
52,36.0,64,35
53,36.48,76,38
54,36.96,75,34
55,37.44,76,41
56,37.92,75,37
57,38.4,76,46
58,38.88,71,39
59,39.36,74,48
60,39.84,72,39
61,40.32,69,48
62,41.76,60,34
63,42.24,64,37
64,42.72,69,41
65,43.2,71,45
66,44.64,64,37
67,45.12,72,40
68,45.6,71,38
69,46.08,69,40
70,47.52,71,42
71,48.0,72,45
72,48.48,74,48
73,48.96,76,51
74,50.4,67,40
75,50.88,77,46
76,51.36,76,43
77,51.84,74,50
78,53.28,65,40
79,53.76,76,46
80,54.24,74,43
81,54.72,72,50
82,56.16,64,40
83,56.64,74,46
84,57.12,72,43
85,57.6,71,50
86,59.04,64,39
87,59.52,76,45
88,60.96,76,43
89,61.44,88,48
90,62.88,75,42
91,63.36,76,48
92,64.8,75,35
93,65.28,76,37
94,65.76,75,34
95,66.24,76,40
96,66.72,75,36
97,67.2,76,40
98,67.68,71,35
99,68.16,74,42
100,68.64,72,37
101,69.12,69,45
102,70.56,60,34
103,71.04,64,38
104,71.52,69,42
105,72.0,71,46
106,73.44,64,36
107,73.92,68,39
108,74.4,71,42
109,74.88,72,45
110,76.32,64,35
111,76.8,76,38
112,77.28,75,34
113,77.76,76,41
114,78.24,75,37
115,78.72,76,46
116,79.2,71,39
117,79.68,74,48
118,80.16,72,39
