0,1.44,45,37
1,1.56,52,33
2,1.68,57,33
3,2.16,40,40
4,2.28,52,33
5,2.4,56,34
6,2.88,45,38
7,3.0,52,35
8,3.12,57,35
9,4.32,45,36
10,4.44,52,35
11,4.56,57,34
12,5.04,40,38
13,5.16,52,35
14,5.28,56,36
15,5.76,45,38
16,5.88,52,32
17,6.0,57,32
18,7.2,45,37
19,7.32,52,33
20,7.44,57,33
21,7.92,40,40
22,8.04,52,33
23,8.16,56,34
24,8.64,45,38
25,8.76,52,35
26,8.88,57,35
27,10.08,45,38
28,10.2,52,35
29,10.32,57,34
30,10.8,40,38
31,10.92,52,37
32,11.04,56,37
33,11.52,45,38
34,11.64,52,32
35,11.76,57,32
36,12.24,48,44
37,12.36,55,38
38,12.48,60,39
39,12.96,43,44
40,13.08,55,38
41,13.2,59,39
42,13.68,45,44
43,13.8,52,38
44,13.92,57,39
45,14.4,40,44
46,14.52,52,38
47,14.64,64,39
48,15.0,64,39
49,15.12,76,44
50,15.48,75,42
51,15.6,76,50
52,15.96,75,39
53,16.08,76,41
54,17.28,45,36
55,17.4,52,33
56,17.52,57,33
57,18.0,40,40
58,18.12,52,33
59,18.24,56,34
60,18.72,45,38
61,18.84,52,35
62,18.96,57,35
63,20.16,45,38
64,20.28,52,35
65,20.4,57,34
66,20.88,40,38
67,21.0,52,37
68,21.12,56,37
69,21.6,45,38
70,21.72,52,32
71,21.84,57,32
72,22.32,48,44
73,22.44,55,38
74,22.56,60,39
75,23.04,43,44
76,23.16,55,38
77,23.28,59,39
78,23.76,45,44
79,23.88,52,38
80,24.0,57,39
81,24.48,40,44
82,24.6,52,38
83,24.72,64,39
84,25.08,64,39
85,25.2,76,44
86,25.56,75,42
87,25.68,76,50
88,26.04,75,39
89,26.16,76,41
90,27.36,45,34
91,27.48,52,32
92,27.6,57,32
93,28.08,40,38
94,28.2,52,33
95,28.32,56,34
96,28.8,45,38
97,28.92,52,35
98,29.04,57,35
99,30.24,45,38
100,30.36,52,35
101,30.48,57,34
102,30.96,40,38
103,31.08,52,37
104,31.2,56,37
105,31.68,45,38
106,31.8,52,32
107,31.92,57,32
108,32.04,58,34
109,32.04,60,34
110,32.16,57,34
111,32.16,60,34
112,32.28,55,34
113,32.28,58,34
114,32.28,60,34
115,32.4,53,44
116,32.52,57,38
117,32.64,60,36
118,32.76,57,37
119,32.88,60,37
120,33.0,57,37
121,33.12,53,44
122,33.24,58,38
123,33.36,62,37
124,33.48,58,37
125,33.6,62,37
126,33.72,58,38
127,33.84,53,44
128,33.96,64,37
129,34.08,53,36
130,34.08,58,36
131,34.08,55,36
132,34.2,64,36
133,34.32,53,36
134,34.32,55,36
135,34.32,58,36
136,34.44,64,36
137,34.56,53,44
138,34.68,57,36
139,34.8,60,36
140,34.92,57,36
141,35.04,60,36
142,35.16,57,36
143,35.28,53,42
144,35.4,57,34
145,35.52,60,35
146,35.64,57,36
147,35.76,60,38
148,35.88,57,39
149,36.0,52,49
150,36.12,57,38
151,36.24,60,38
152,36.36,57,38
153,36.48,50,38
154,36.48,62,38
155,36.6,53,38
156,36.72,55,47
157,36.84,64,38
158,36.96,55,40
159,37.08,64,38
160,37.2,55,41
161,37.32,65,38
162,37.44,60,45
163,37.44,64,45
164,37.8,65,40
165,37.8,67,40
166,37.92,64,43
167,37.92,67,43
168,38.04,62,46
169,38.04,65,46
170,38.04,67,46
171,38.16,60,49
172,38.16,64,49
173,38.16,67,49
174,38.4,53,42
175,38.4,57,42
176,38.64,55,42
177,38.64,59,42
178,38.88,60,45
179,38.88,64,45
180,39.24,65,40
181,39.24,67,40
182,39.36,64,43
183,39.36,67,43
184,39.48,62,46
185,39.48,65,46
186,39.48,67,46
187,39.6,60,49
188,39.6,64,49
189,39.6,67,49
190,39.84,53,42
191,39.84,57,42
192,40.08,55,42
193,40.08,59,42
194,40.32,59,42
195,40.32,56,42
196,42.36,75,42
197,42.48,76,48
198,42.84,75,35
199,42.96,76,37
200,43.92,45,35
201,44.04,52,31
202,44.16,57,31
203,44.64,40,40
204,44.76,52,33
205,44.88,56,34
206,45.36,45,38
207,45.48,52,35
208,45.6,57,35
209,46.8,45,38
210,46.92,52,35
211,47.04,57,34
212,47.52,40,38
213,47.64,52,37
214,47.76,56,37
215,48.24,45,38
216,48.36,52,32
217,48.48,57,32
218,48.96,48,44
219,49.08,55,38
220,49.2,60,39
221,49.68,43,44
222,49.8,55,38
223,49.92,59,39
224,50.4,45,44
225,50.52,52,38
226,50.64,57,39
227,51.12,40,44
228,51.24,52,38
229,51.36,64,39
230,51.72,64,39
231,51.84,76,44
232,52.2,75,42
233,52.32,76,50
234,52.68,75,39
235,52.8,76,41
236,54.0,45,35
237,54.12,52,33
238,54.24,57,33
239,54.72,40,37
240,54.84,52,33
241,54.96,56,34
242,55.44,45,38
243,55.56,52,33
244,55.68,57,33
245,56.88,45,36
246,57.0,52,35
247,57.12,57,34
248,57.6,40,38
249,57.72,52,37
250,57.84,56,37
251,58.32,45,38
252,58.44,45,35
253,58.56,45,38
254,58.68,45,34
255,58.8,45,38
256,58.92,45,35
257,59.04,45,44
258,59.16,45,38
259,59.28,45,45
260,59.4,45,39
261,59.52,45,46
262,59.64,45,40
263,59.76,45,47
264,59.88,45,42
265,60.0,45,48
266,60.12,45,43
267,60.24,45,50
268,60.36,45,47
269,60.48,45,53
270,60.6,45,48
271,60.72,45,53
272,60.84,45,50
273,60.96,45,54
274,61.08,45,50
275,61.2,45,55
276,61.32,45,49
277,61.44,45,55
278,61.56,45,51
