0,5.76,45,37
1,6.24,52,33
2,6.72,57,33
3,8.64,40,40
4,9.12,52,33
5,9.6,56,34
6,11.52,45,38
7,12.0,52,35
8,12.48,57,35
9,17.28,45,36
10,17.76,52,35
11,18.24,57,34
12,20.16,40,38
13,20.64,52,35
14,21.12,56,36
15,23.04,45,38
16,23.52,52,32
17,24.0,57,32
18,28.8,45,37
19,29.28,52,33
20,29.76,57,33
21,31.68,40,40
22,32.16,52,33
23,32.64,56,34
24,34.56,45,38
25,35.04,52,35
26,35.52,57,35
27,40.32,45,38
28,40.8,52,35
29,41.28,57,34
30,43.2,40,38
31,43.68,52,37
32,44.16,56,37
33,46.08,45,38
34,46.56,52,32
35,47.04,57,32
36,48.96,48,44
37,49.44,55,38
38,49.92,60,39
39,51.84,43,44
40,52.32,55,38
41,52.8,59,39
42,54.72,45,44
43,55.2,52,38
44,55.68,57,39
45,57.6,40,44
46,58.08,52,38
47,58.56,64,39
48,60.0,64,39
49,60.48,76,44
50,61.92,75,42
51,62.4,76,50
52,63.84,75,39
53,64.32,76,41
54,69.12,45,36
55,69.6,52,33
56,70.08,57,33
57,72.0,40,40
58,72.48,52,33
59,72.96,56,34
60,74.88,45,38
61,75.36,52,35
62,75.84,57,35
63,80.64,45,38
64,81.12,52,35
65,81.6,57,34
66,83.52,40,38
67,84.0,52,37
68,84.48,56,37
69,86.4,45,38
70,86.88,52,32
71,87.36,57,32
72,89.28,48,44
73,89.76,55,38
74,90.24,60,39
75,92.16,43,44
76,92.64,55,38
77,93.12,59,39
78,95.04,45,44
79,95.52,52,38
80,96.0,57,39
81,97.92,40,44
82,98.4,52,38
83,98.88,64,39
84,100.32,64,39
85,100.8,76,44
86,102.24,75,42
87,102.72,76,50
88,104.16,75,39
89,104.64,76,41
90,109.44,45,34
91,109.92,52,32
92,110.4,57,32
93,112.32,40,38
94,112.8,52,33
95,113.28,56,34
96,115.2,45,38
97,115.68,52,35
98,116.16,57,35
99,120.96,45,38
100,121.44,52,35
101,121.92,57,34
102,123.84,40,38
103,124.32,52,37
104,124.8,56,37
105,126.72,45,38
106,127.2,52,32
107,127.68,57,32
108,128.16,58,34
109,128.16,60,34
110,128.64,57,34
111,128.64,60,34
112,129.12,55,34
113,129.12,58,34
114,129.12,60,34
115,129.6,53,44
116,130.08,57,38
117,130.56,60,36
118,131.04,57,37
119,131.52,60,37
120,132.0,57,37
121,132.48,53,44
122,132.96,58,38
123,133.44,62,37
124,133.92,58,37
125,134.4,62,37
126,134.88,58,38
127,135.36,53,44
128,135.84,64,37
129,136.32,53,36
130,136.32,58,36
131,136.32,55,36
132,136.8,64,36
133,137.28,53,36
134,137.28,55,36
135,137.28,58,36
136,137.76,64,36
137,138.24,53,44
138,138.72,57,36
139,139.2,60,36
140,139.68,57,36
141,140.16,60,36
142,140.64,57,36
143,141.12,53,42
144,141.6,57,34
145,142.08,60,35
146,142.56,57,36
147,143.04,60,38
148,143.52,57,39
149,144.0,52,49
150,144.48,57,38
151,144.96,60,38
152,145.44,57,38
153,145.92,50,38
154,145.92,62,38
155,146.4,53,38
156,146.88,55,47
157,147.36,64,38
158,147.84,55,40
159,148.32,64,38
160,148.8,55,41
161,149.28,65,38
162,149.76,60,45
163,149.76,64,45
164,151.2,65,40
165,151.2,67,40
166,151.68,64,43
167,151.68,67,43
168,152.16,62,46
169,152.16,65,46
170,152.16,67,46
171,152.64,60,49
172,152.64,64,49
173,152.64,67,49
174,153.6,53,42
175,153.6,57,42
176,154.56,55,42
177,154.56,59,42
178,155.52,60,45
179,155.52,64,45
180,156.96,65,40
181,156.96,67,40
182,157.44,64,43
183,157.44,67,43
184,157.92,62,46
185,157.92,65,46
186,157.92,67,46
187,158.4,60,49
188,158.4,64,49
189,158.4,67,49
190,159.36,53,42
191,159.36,57,42
192,160.32,55,42
193,160.32,59,42
194,161.28,59,42
195,161.28,56,42
196,169.44,75,42
197,169.92,76,48
198,171.36,75,35
199,171.84,76,37
200,175.68,45,35
201,176.16,52,31
202,176.64,57,31
203,178.56,40,40
204,179.04,52,33
205,179.52,56,34
206,181.44,45,38
207,181.92,52,35
208,182.4,57,35
209,187.2,45,38
210,187.68,52,35
211,188.16,57,34
212,190.08,40,38
213,190.56,52,37
214,191.04,56,37
215,192.96,45,38
216,193.44,52,32
217,193.92,57,32
218,195.84,48,44
219,196.32,55,38
220,196.8,60,39
221,198.72,43,44
222,199.2,55,38
